id,dvids_id,source_url,text
s019,news:7797,https://www.dvidshub.net/news/7797/enterprise-strike-group-continues-missions-afghanistan,ABOARD USS ENTERPRISE - Aircraft assigned to Carrier Air Wing (CVW) One stationed aboard USS Enterprise (CVN 65) continued their support of International Security Assistance Force (ISAF) troops on the ground as part of Operation Enduring Freedom (OEF) from Sept. 12 through Sept. 19.
s020,news:423810,https://www.dvidshub.net/news/423810/air-force-general-embarks-during-carrier-strike-group-pre-deployment-training-exercise,"U.S. Air Force Maj. Gen. Charles Corcoran, assistant deputy chief of staff for operations at Headquarters U.S. Air Force, embarked the Nimitz-class aircraft carrier USS George H.W. Bush (CVN 77) during the carrier strike group’s (CSG) composite training unit exercise (COMPTUEX), June 25-26, 2022."
s021,news:488085,https://www.dvidshub.net/news/488085/abraham-lincoln-carrier-strike-group-returns-san-diego-after-3rd-5th-and-7th-fleet-deployment,"The Nimitz-class aircraft carrier USS Abraham Lincoln (CVN 72), the flagship of the Abraham Lincoln Carrier Strike Group (ABECSG), returned to San Diego Dec. 20, 2024, after completing a five-month deployment that included combat operations in the Middle East."
s022,news:457137,https://www.dvidshub.net/news/457137/us-sixth-fleet-conducts-bilateral-dual-carrier-operations-eastern-mediterranean-sea,"The ships and aircraft of two U.S. Navy aircraft carrier strike groups conducted joint exercises over the last three days. Sailors and naval aviators from the USS Gerald R. Ford (CVN 78) Carrier Strike Group (CSG 12) and those of the USS Dwight D. Eisenhower (CVN 69) Carrier Strike Group (CSG 2) trained on high-value unit defense, ballistic missile defense, replenishments-at-sea, cross-deck flight operations, and maritime security operations."
s023,news:457132,https://www.dvidshub.net/news/457132/us-sixth-fleet-conducts-bilateral-dual-carrier-operations-eastern-mediterranean-sea,"The ships and aircraft of two U.S. Navy aircraft carrier strike groups conducted joint exercises over the last three days. Sailors and naval aviators from the USS Gerald R. Ford (CVN 78) Carrier Strike Group (CSG 12) and those of the USS Dwight D. Eisenhower (CVN 69) Carrier Strike Group (CSG 2) trained on high-value unit defense, ballistic missile defense, replenishments-at-sea, cross-deck flight operations, and maritime security operations."
s024,news:490257,https://www.dvidshub.net/news/490257/truman-strike-group-units-arrive-greece-port-visit,The Nimitz-class aircraft carrier USS Harry S. Truman (CVN 75) and its embarked air wing and the Arleigh Burke-class guided-missile destroyer USS Jason Dunham (DDG 109) arrived at U.S. Naval Support Activity (NSA) Souda Bay for a working port visit Feb. 6 following two months of combat operations in the U.S. Central Command area of responsibility.
s025,news:490255,https://www.dvidshub.net/news/490255/truman-strike-group-units-arrive-greece-port-visit,The Nimitz-class aircraft carrier USS Harry S. Truman (CVN 75) and its embarked air wing and the Arleigh Burke-class guided-missile destroyer USS Jason Dunham (DDG 109) arrived at U.S. Naval Support Activity (NSA) Souda Bay for a working port visit Feb. 6 following two months of combat operations in the U.S. Central Command area of responsibility.
s026,news:426973,https://www.dvidshub.net/news/426973/uss-indiana-returns-deployment,"GROTON, Connecticut – The Virginia-class fast attack submarine USS Indiana (SSN 789) returned to its homeport of Naval Submarine Base New London on Wednesday, Aug. 10, 2022, after a deployment of more than six months."
s027,news:179179,https://www.dvidshub.net/news/179179/uss-jacksonville-returns-deployment,"The Los Angeles-class fast attack submarine USS Jacksonville (SSN 699) returned home to family and friends gathered at the submarine piers of Joint Base Pearl Harbor-Hickam, Oct. 16, following a scheduled six-month deployment to the Western Pacific."
s028,news:488132,https://www.dvidshub.net/news/488132/uss-virginia-returns-deployment,"GROTON, Connecticut – The first-in-class submarine USS Virginia (SSN 774), under the command of Cmdr. Mike Hartzell, returned to Naval Submarine Base New London on Friday, December 20, completing a six-month deployment to the U.S. European Command area of operations."
s029,news:460374,https://www.dvidshub.net/news/460374/uss-colorado-returns-deployment,"GROTON, Connecticut – The Virginia-class fast-attack submarine USS Colorado (SSN 788), under the command of Cmdr. David Beam, returned to Naval Submarine Base New London on Tuesday, December 19, after completing a six-month deployment to the European area of operations."
s030,news:463902,https://www.dvidshub.net/news/463902/uss-california-returns-deployment,"GROTON, Connecticut – The Virginia-class fast-attack submarine USS California (SSN 781), under the command of Cmdr. Kenneth Kirkwood, returned to Naval Submarine Base New London on Wednesday, February 14, completing a six-month deployment to the U.S. European Command area of operations."
s031,news:542090,https://www.dvidshub.net/news/542090/delaware-returns-home-deployment,"GROTON, Connecticut – The Virginia-class fast-attack submarine USS Delaware (SSN 791), under the command of Cmdr. Jason Patton, returned to Naval Submarine Base New London Saturday, July 5, completing a six-month deployment to U.S. European Command area of responsibility."
s032,news:554929,https://www.dvidshub.net/news/554929/california-returns-home-deployment,"GROTON, Conn. – The Virginia-class fast-attack submarine USS California (SSN 781), under the command of Cmdr. Kenneth M. Kirkwood, returned to Naval Submarine Base New London Friday, Dec. 19, completing a seven-month deployment to U.S. European Command area of responsibility."
s033,news:371051,https://www.dvidshub.net/news/371051/uss-colorado-continues-tradition-submarine-battle-flag,"Groton, Conn. – The Virginia-class fast-attack submarine USS Colorado (SSN 788), homeported at Naval Submarine Base New London in Groton, Connecticut, participated in a unique submarine tradition during its maiden deployment in 2019."
s034,news:410065,https://www.dvidshub.net/news/410065/uss-minnesota-returns-deployment,"GROTON, Connecticut – Many people were shopping for sales on the day after Thanksgiving, but the families of the crew of the USS Minnesota (SSN 783) got the best deal. The Virginia-class fast attack submarine returned to Naval Submarine Base New London on Friday, Nov. 26, after a seven-month deployment."
s035,news:385271,https://www.dvidshub.net/news/385271/french-submarine-deployment-western-pacific-presents-rare-training-opportunity-guam-based-boat,"The Los Angeles-class fast-attack submarine USS Asheville (SSN 758) had the rare opportunity to train with French crew this month, when she conducted a series of at-sea submarine exercises with the Rubis-class nuclear powered submarine (SSN) FS Émeraude."
s036,news:257058,https://www.dvidshub.net/news/257058/uss-toledo-returns-deployment,"GROTON, Conn. – A bright, unseasonably warm New England day and a pier full of eager friends and family at Naval Submarine Base New London welcomed the nuclear-powered, Los Angeles-class, fast attack submarine USS Toledo (SSN 769) and its crew home from a six-month deployment on Wednesday Nov. 29."
s037,news:181113,https://www.dvidshub.net/news/181113/submarine-veterans-give-back-shipmates-going-underway,"The breeze is light, the sun is bright and warm as it shines through a sparsely clouded sky. Sitting calmly in the water is the Los Angeles Class fast attack submarine, USS City of Corpus Christi (SSN 705), which is only hours away from getting underway on its final deployment to the western Pacific before it begins the decommissioning process."
s038,news:227919,https://www.dvidshub.net/news/227919/uss-louisville-completes-western-pacific-deployment,"PEARL HARBOR, Hawaii (NNS) -- The crew of Los Angeles-class fast-attack submarine USS Louisville (SSN 724) was welcomed home by friends and family awaiting their return on the historic submarine piers in Joint Base Pearl Harbor-Hickam, March 23."
s039,news:558525,https://www.dvidshub.net/news/558525/south-dakota-returns-home-deployment,"GROTON, Conn. – The Virginia-class fast-attack submarine USS South Dakota (SSN 790), under the command of Cmdr. Burnes Brown, returned to Naval Submarine Base New London Friday, Feb. 20, completing a six-month deployment to the U.S. European Command area of responsibility."
s040,news:296494,https://www.dvidshub.net/news/296494/newport-news-home-deployment,"The Los Angeles fast-attack submarine USS Newport News (SSN 750) returned from a regularly scheduled deployment to Naval Station Norfolk, Saturday, October 13. Newport News is commanded by Cmdr. Michael Grubb, who became the submarine’s 15th commanding officer on November 10, 2016. While deployed, the crew of Newport News executed the Chief of Naval Operation’s Maritime Strategy in supporting national security interests and Maritime Security Operations."
s041,news:451363,https://www.dvidshub.net/news/451363/uss-delaware-returns-maiden-deployment,"GROTON, Connecticut – The Virginia-class fast-attack submarine USS Delaware (SSN 791), under the command of Cmdr. Robert Low, returned to Naval Submarine Base New London on Tuesday, August 14, after completing its first six-month deployment since commissioning in April 2022."
s042,news:555329,https://www.dvidshub.net/news/555329/uss-tucson-returns-home-deployment,"Los Angeles-class fast-attack submarine USS Tucson (SSN 770) returned to Joint Base Pearl Harbor-Hickam following a scheduled deployment, Oct. 29, 2025. During the deployment, Tucson and its crew performed a full spectrum of submarine operations across the Indo-Pacific region."
s043,news:338915,https://www.dvidshub.net/news/338915/uss-olympia-successfully-completes-around-world-deployment,"Friends and families of the crew gathered on the submarine pier at Joint Base Pearl Harbor-Hickam to welcome back the Los Angeles-class fast-attack submarine USS Olympia (SSN 717) as she returned from deployment, September 8."
s044,news:432159,https://www.dvidshub.net/news/432159/uss-north-dakota-returns-home-deployment,"GROTON, Connecticut – Just a few days before Halloween, this was no trick: The Virginia-class fast attack submarine USS North Dakota (SSN 784) returned home to Naval Submarine Base New London on Thursday, Oct. 27, after a deployment of seven months."
s045,news:191825,https://www.dvidshub.net/news/191825/uss-texas-returns-deployment,"The Virginia-class fast-attack submarine USS Texas (SSN 775) returned to its homeport of Joint Base Pearl Harbor-Hickam, March 9, after the completion of her second scheduled deployment to the Western Pacific."
s046,news:432628,https://www.dvidshub.net/news/432628/uss-chicago-returns-home-final-deployment,"The Los Angeles-class fast-attack submarine USS Chicago (SSN 721) returned to Joint Base Pearl Harbor-Hickam following a seven-month deployment, Nov. 2, 2022. It was the submarine’s final deployment before decommissioning, which is scheduled to begin in 2023 following 37 years of service."
s047,news:499692,https://www.dvidshub.net/news/499692/uss-columbia-returns-home-deployment,"JOINT BASE PEARL HARBOR-HICKAM (June, 1 2025) - The Los Angeles-class fast-attack submarine USS Columbia (SSN 771) returned to Joint Base Pearl Harbor-Hickam following a seven-month deployment, June 1, 2025. Columbia departed Pearl Harbor in November 2024 for the regularly scheduled deployment, during which the submarine and its crew performed a full spectrum of operations in the Indo-Pacific region."
s048,news:446376,https://www.dvidshub.net/news/446376/uss-san-juan-returns-final-deployment,"GROTON, Connecticut – The Los Angeles-class fast-attack submarine USS San Juan (SSN 751), under the command of Cmdr. Al Mardegian, returned to Naval Submarine Base New London for the last time on Tuesday, June 6, completing its final six-month deployment before starting the decommissioning process later this year."
s049,news:363791,https://www.dvidshub.net/news/363791/texas-returns-home-deployment,"The Virginia-class fast-attack submarine USS Texas (SSN 775) returned home to Joint Base Pearl Harbor-Hickam, Feb. 24. During their 7-month deployment, Texas completed a full spectrum of operations, including theater anti-submarine and anti-surface warfare, in support of the high-priority tasking in the Indo-Pacific and U.S. Central Command areas of operation. “The crew worked and trained tirelessly, preparing to execute any mission in defense of our nation, and performed remarkably throughout our seven month Middle East deployment,” said Cmdr. Mike Dolbec, commanding officer of Texas. “In my opinion, every Texas Sailor is a hero, whose patriotism is evident daily. These Sailors are the heart and soul of this mighty warship; they are responsible for Texas’ many successes. I can say with a great deal of pride that these are the finest men and women that I have ever served with, and it is a great honor and privilege to be their commanding officer.” On deployment, Texas visited Perth, Australia, where they engaged with dignitaries including the U.S. Ambassador to Australia, as well as other government officials and members of academia. Additionally, members of the crew volunteered at a community food bank and participated in receptions with Australian submarine counterparts to enhance understanding through shared maritime experience and interest. “We visited HMAS Stirling, Australia, and while there, Texas Sailors conducted community outreach at the Rockingham food bank, assisting with sorting, inventorying and storing food supplies for those in need,” said Master Chief Machinist’s Mate (Auxiliary) Charles Cardell, from Pensacola, Florida. During the deployment, 40 crew members earned their submarine warfare qualifications and 24 Sailors advanced to the next rank. “My most memorable moment was seeing six of six eligible member in my division being advanced to the next higher pay grade. We have embodied a culture that expects us all to push ourselves, and one another, to perform at a higher level of work and responsibility. Like any finely tuned machine, our individual success is directly attributed to our teamwork and efficiency, and the results are evident,” said Fire Control Technician 1st Class Quincy Miller, from Savannah, Georgia. Commissioned Sept. 9, 2006, Texas is the fourth ship of the U.S. Navy to bear that name. Texas is a flexible, multi-mission platform designed to carry out the seven core competencies of the submarine force; anti-submarine warfare; anti-surface warfare; delivery of special operations forces; strike warfare; irregular warfare; intelligence, surveillance and reconnaissance; and mine warfare."
s050,news:279901,https://www.dvidshub.net/news/279901/uss-columbia-sailors-return-home-deployment,"Family members and friends gathered on the historic submarine piers to welcome home the crew of the Los Angeles-class fast-attack submarine USS Columbia (SSN 771) at Joint Base Pearl Harbor-Hickam, Hawaii, June 6. Columbia successfully completed a six-month deployment to the Western Pacific conducting operations and exercises in support of national security."
s051,news:407238,https://www.dvidshub.net/news/407238/army-satellite-soldier-promotes-into-united-states-space-force,"Peterson Space Force Base, Colo.--How often do you come across a Soldier who is promoted in rank and transferred into a new branch of military service on the same day? Answer: Never. Well, never say never, but if there is someone else reading this article that is in the same boat, or knows of someone in a similar situation, let me know, because it’s very rare."
s052,news:334658,https://www.dvidshub.net/news/334658/afrl-investigating-space-weather-effects-satellite-materials,"The Air Force Research Laboratory, in partnership with several universities, has investigated the effects of space weather damage to polyimides, materials used extensively in spacecraft construction due to their high heat resistance."
s053,news:225216,https://www.dvidshub.net/news/225216/space-squadron-supports-record-breaking-satellites-launch,"The 20th Space Control Squadron's Charlie Crew successfully tracked India's Polar Satellite Launch Vehicle Feb. 15 at Eglin Air Force Base, Fla. Loaded with 104 satellites, the Indian PSLV set the record for the most spacecraft launched by a single rocket."
s054,news:368604,https://www.dvidshub.net/news/368604/space-force-accepts-control-gps-iii-satellite-amidst-global-pandemic,"The 2nd Space Operations Squadron accepted control of GPS III Satellite Vehicle Number 75 March 27 at Schriever Air Force Base, Colorado. The vehicle is the second GPS III satellite to be accepted into the program, but the first to be accepted during a global pandemic."
s055,news:444995,https://www.dvidshub.net/news/444995/yokota-airmen-help-deliver-us-space-force-satellite-payload-japan,"Members of 374th Mission Support Group and the 730th Air Mobility Squadron provided vital support to a space cooperation initiative between the U.S. and Japan, culminating in the arrival of a spaceflight ready payload to Yokota Air Base on May 10."
s056,news:459180,https://www.dvidshub.net/news/459180/space-force-guardians-hone-cyber-defense-skills-using-orbit-satellite,"In the realm of space operations, the significance of cyberspace security cannot be overstated. Often described as the ‘soft underbelly’ of space operations, it is an area of paramount importance, enabling and supporting space capabilities."
s057,news:371345,https://www.dvidshub.net/news/371345/army-space-and-missile-defense-command-supports-space-x-launch-with-satellite-communications,"A team from the Regional Satellite Communications Support Center-West, or RSSC-West, based on Peterson Air Force Base in Colorado Springs, Colorado, processed the first U.S. Space Command satellite access request for UHF satellite communications to directly support the SpaceX mission."
s058,news:444975,https://www.dvidshub.net/news/444975/us-space-force-sends-two-space-domain-awareness-sensors-japan,"U.S. Forces Japan and U.S. Space Forces Indo-Pacific continue to make significant strides in Japan since activating the new service component in November 2022. This week, the U.S. Space Force announced the delivery the second of two Space Domain Awareness sensors to Japan that will be hosted on Japanese satellites to build SDA capacity and resiliency, in support of a US-Japan cooperative effort called Quasi-Zenith Satellite System Hosted Payload."
s059,news:227375,https://www.dvidshub.net/news/227375/air-force-successfully-launches-wgs-9-satellite,"LOS ANGELES AIR FORCE BASE EL SEGUNDO, Calif. -- The U.S. Air Force successfully launched the ninth Boeing-built Wideband Global SATCOM satellite aboard a United Launch Alliance Delta IV Evolved Expendable Launch Vehicle from Space Launch Complex 37B, Cape Canaveral Air Force Station, Florida at 8:18 p.m. EDT."
s060,news:509070,https://www.dvidshub.net/news/509070/despite-smaller-budget-air-force-seeks-protect-satellites,"Despite tremendous budget uncertainty and a shrinking bottom line, the commander of the Air Force Space Command said that he will do his best to protect all of the Air Force’s satellite constellations."
s061,news:403903,https://www.dvidshub.net/news/403903/space-forces-operational-commander-describes-history-space-contested-domain,"Space Force’s operational command is nearing its “fighting weight,” concentrating more on space warfighting operations as other Space Force field commands stand up. Lt. Gen. Stephen Whiting, Space Operations Command Commander, outlined SpOC's role as the USSF warfighting field command in a speech to the Satellite Industry Breakfast at the 36th Annual Space Symposium’s here Aug. 25."
s062,news:474145,https://www.dvidshub.net/news/474145/space-test-course-integrates-satellite-operations-into-curriculum-first-time,"In another historic first, students of the Space Test Course Class 24A at the U.S. Air Force Test Pilot School successfully operated a satellite in space from Edwards Air Force Base, California, May 20."
s063,news:230900,https://www.dvidshub.net/news/230900/afscn-linking-with-space,"When SpaceX launched a satellite into space with a once-used booster rocket March 30 from Cape Canaveral, Florida, 2nd Lt. Gregory Allen was tucked more than 1,800 miles away at Schriever Air Force Base, Colorado, monitoring the event through the Air Force Satellite Control Network."
s064,news:567554,https://www.dvidshub.net/news/567554/naval-research-laboratory-receives-space-force-antenna-expand-joint-space-test-capabilities-and-space,"The U.S. Naval Research Laboratory (NRL) has received a transportable satellite tracking antenna system from the U.S. Space Force’s (USSF) Space Systems Command (SSC) System Delta 81 (SYD 81) to expand joint space testing, training and operational support capabilities at NRL’s Blossom Point Tracking Facility during the first quarter of calendar year 2026."
s065,news:256275,https://www.dvidshub.net/news/256275/3rd-ses-bids-farewell-angels-satellite,"Members of the 3rd Space Experimentation Squadron gathered to say goodbye to the Automated Navigation and Guidance Experiment for Local Space satellite during a final command ceremony at Schriever Air Force Base, Colorado, Nov. 20."
s066,news:374902,https://www.dvidshub.net/news/374902/space-force-makes-history-with-all-female-2-sops-crew,"The Air Force has been providing precise position, navigation and timing for more than 25 years, however a first-of-its-kind crew assumed command and control of its newest satellite this week. Schriever’s 2nd Space Operations Squadron, the providers of GPS signals to billions of users worldwide, made history July 23 when a crew of eight women space operators gained satellite control authority of satellite vehicle number 76."
s067,news:512369,https://www.dvidshub.net/news/512369/military-tracks-errant-satellite-nasa,"As a 6.5-ton NASA satellite makes its way back to Earth later this week, an Air Force space operations team in California is tracking its every move to predict when -- and possibly where -- it will re-enter the atmosphere."
s068,news:463012,https://www.dvidshub.net/news/463012/9th-transport-noaa-goes-u-weather-satellite,"KENNEDY SPACE CENTER, Fla. – Aircrew assigned to the 9th Airlift Squadron transported a National Oceanic and Atmospheric Administration Geostationary Operational Environmental Satellite, GOES-U, from Buckley Space Force Base, Colorado, to Kennedy Space Center, Florida, aboard a C-5M Super Galaxy, Jan. 23, 2024."
s069,news:562698,https://www.dvidshub.net/news/562698/small-satellites-big-impact-mc3-network-inspires-space-innovation-nps,"On Jan. 14, 2025, a commercial SpaceX rocket successfully launched from Vandenberg Space Force Base in California, carrying an NPS small satellite, also known as a CubeSat, called Otter. Two hours later, a small team of NPS researchers huddled inside the school’s Satellite Operations Center (SOC), the hub for interacting with NPS assets in space as well as the central node of its globe-spanning Mobile CubeSat Command and Control (MC3) ground network."
s070,news:529896,https://www.dvidshub.net/news/529896/student-satellite-hitch-ride-with-john-glenn,"When John Glenn makes his historic return to space after 36 years this October, another, yet smaller feat will also make history. The Navy's first amateur satellite -- designed and built by students at the Naval Postgraduate School -- will hitchhike on the same space shuttle mission."
s071,news:469814,https://www.dvidshub.net/news/469814/down-earth-with-space-delta-8,"On this edition of Down to Earth, we’re checking in with Space Delta 8 - Satellite Communications, to meet U.S. Space Force 1st Lt. Alexander Knoedler, 4th Space Operations Squadron satellite engineer."
s072,news:428705,https://www.dvidshub.net/news/428705/2022-civil-air-patrol-space-force-operations-academy-cadets-visit-space-coast,"On Sunday, July 24, 2022, a Falcon 9 rocket carrying 53 Starlink satellites soared into the sky as U.S. Space Force Brig. Gen. Stephen Purdy, Space Launch Delta 45 Commander, and 27 Civil Air Patrol (CAP) cadets watched from Cape Canaveral Space Force Station, Fla. Viewing the 32nd launch of the year kicked-off a week-long tour for the cadets."
s073,news:435025,https://www.dvidshub.net/news/435025/aircrew-delivers-us-french-satellite-nasa,"Airmen with the 22nd Airlift Squadron assigned to Travis Air Force Base, California, transported a Surface Water and Ocean Topography (SWOT) satellite from Nice Cote d’Azur Airport, Nice, France, to Vandenberg Space Force Base, California, in support of a multinational mission, Oct. 13 - 17, 2022."
s074,news:425209,https://www.dvidshub.net/news/425209/travis-aircrew-delivers-missile-defense-satellite,"Ten Airmen from the 22nd Airlift Squadron at Travis Air Force Base, California, supported a joint force mission via C-5M Super Galaxy, aiding in the delivery of the sixth Geosynchronous Earth Orbit Space Based Infrared System satellite (SBIRS GEO-6) to Cape Canaveral, Florida, June 2, 2022."
s075,news:527338,https://www.dvidshub.net/news/527338/intel-satellites-need-more-dwell-time-teets-says,"Military and civilian space specialists will seek ways to increase the amount of intelligence gathered by orbiting satellites as part of DoD efforts to integrate national security space capabilities, the Air Force's No. 2 civilian said here today."
s076,news:123583,https://www.dvidshub.net/news/123583/army-reserve-soldiers-train-cyber-defense-operations,"Once a year, five battalions belonging to the Army Reserve Information Operations Command come together from across the U.S. to participate in their annual training. This year the training took place March 22-29 at Fort Dix, N.J."
s077,news:564279,https://www.dvidshub.net/news/564279/accelerating-defensive-cyber-operations-leveraging-commercial-technology,"Cyber networks that are imperative for national security are probed by adversaries every day. These threats can lay dormant and undetected, waiting for the perfect time to strike. Since missions can materialize at a moment’s notice, cyber protection teams must be able to quickly respond and deploy fast, flexible and efficient defensive cyber measures."
