id,dvids_id,source_url,text
s331,news:571051,https://www.dvidshub.net/news/571051/us-army-awards-replacing-1-year-undefinitized-contract-action-with-7-year-undefinitized-contract-action,"The Army has awarded Lockheed Martin Corp. a $53,859,843,289 modification to the PATRIOT Advance Capability-3 Production program contract. The award replaces the FY26 one-year undefinitized contract action with a seven-year UCA in support of the future fiscal year 2026-2032 multi-year procurement contract for PATRIOT Advanced Capability-3 Missile Segment Enhancement interceptors and increases the not-to-exceed ceiling to $58,620,843,289. No funds were obligated at the time of the award."
s332,news:570892,https://www.dvidshub.net/news/570892/pma-209-optimizes-acquisition-pathways-while-achieving-milestone-c-contract-award,"Using the Department of War’s Middle Tier of Acquisition Rapid Prototype (MTA-RP) approach and an Other Transaction Authority (OTA) contract, the Air Combat Electronics Program Office (PMA-209) was able to design and verify a fully integrated system in three years then award the production contract in months versus years. By focusing on warfighters’ needs, PMA-209 continues to deliver cutting-edge capability while embracing creative acquisition and delivery practices."
s333,news:570595,https://www.dvidshub.net/news/570595/us-army-yuma-proving-ground-tests-low-altitude-stalking-and-striking-ordnance,Product Manager Precision Strike & Reconnaissance Systems (PSRS) is conducting risk reduction testing of four vendors at U.S. Army Yuma Proving Ground (YPG) for the Low Altitude Stalking and Striking Ordnance (LASSO) initiative.
s334,news:172098,https://www.dvidshub.net/news/172098/oklahoma-air-national-guard-unit-begins-transition-special-operations-wing-with-arrival-first-mc-12w,"The first of 13 MC-12W aircraft was delivered to the 137th Air Refueling Wing (ARW), Will Rogers Air National Guard Base (WRANGB), Oklahoma City, July 10. The arrival of the MC-12 marks the return of flying operations to WRANGB for the first time since 2007."
s335,news:70538,https://www.dvidshub.net/news/70538/mcconnell-airman-first-class-supports-deployed-air-refueling-ops-kc-135-boom-operator,"Mobility airmen supporting air refueling operations in the U.S. Central Command area of operations have off-loaded more than 357 million pounds of fuel to aircraft through the first four months of 2011. While that number of pounds of fuel delivered involves many airmen, Airman 1st Class Michael Voorhees has contributed directly to that effort as a KC-135 Stratotanker in-flight refueling journeyman."
s336,news:463392,https://www.dvidshub.net/news/463392/anytime-anywhere-exercise-bamboo-eagle-showcases-first-ever-air-mobility-element,"Before fighter jets launch exercise sorties, they need maintainers, security forces, and communications specialists, along with all the equipment required to receive, guard, repair, and launch those aircraft and communicate with their command. In an agile combat employment scenario, mobility air forces are needed to deliver these people and resources into and out of the theater of operations. In the first-ever iteration of Exercise Bamboo Eagle, Air Mobility Command provided, for the first time, a new Global Air Mobility Support System concept to put to the test: an Air Mobility Element directed by the 515th Air Mobility Operations Wing."
s337,news:283812,https://www.dvidshub.net/news/283812/marines-bring-together-us-forces-first-east-coast-mcax,"Joint Base MDL service members kicked off the 2018 Marine Aircraft Group-49 Combined Arms Exercise here, June 12. Fifteen total force units including active duty, guard and reserve members across 14 East Coast states from Massachusetts to Florida will be participating in the annual large-scale exercise utilizing ground forces, aviation assets, indirect fires and other enablers in an effort to train air and ground forces together. “The exercise is focused on training all sister services together,” said U.S. Marine Corps Maj. Randall White, MAG-49 MCAX coordinator. “We are maintaining and increasing readiness to become prepared to go where the military is needed and answer this nation’s call.” Joint Base MDL is the nation’s only tri-service installation and home to all five branches, making it an ideal location for the MCAX. Day one included loading U.S. Marine Corps aircraft AH-1 SuperCobra and CH-53 Sea Stallion into a U.S. Air Force C-17 Globemaster III to deliver the Marine aircraft to the 4th Marine Aircraft Wing in New Orleans. The operation required U.S. Airmen and Marines to work together as a team in order to load the two Marine aircraft onto the Air Force jet. “This is what is going to set us apart from other military organizations,” said U.S. Air Force Capt. Larissa Dorans, 6th Airlift Squadron executive officer and aircraft commander for the C-17. “Training with our sister services in joint operations allows us to become more proficient and capable so that when or if a conflict occurs, we are already prepared for any scenario.” It is the hope of Joint Base MDL leaders that the MCAX will give all five U.S. military services on base a better understanding of how each branch plans, prepares and fights so that joint operations and overseas battles become more combat efficient. “[The MCAX] is also increasing the comfort level of working in a joint environment which is how we are currently fighting overseas and how we will be training in the future,” said White. Throughout the two week exercise, training will spread beyond the flightline with troops utilizing the massive Joint Base MDL range complex. “Being able to work in the joint world and knowing who the players across the runway are is important to understanding what we are doing in order to do this large-scale exercise in conjunction with all the other exercises going on,” said White. “I think this will bear a lot of fruit in the future for us, all of the sister services working together here on [Joint Base McGuire-Dix-Lakehurst].”"
s338,news:2844,https://www.dvidshub.net/news/2844/10-thunderbolt-cas-asset-put-bombs-target-protect-troops-ground,"As the first aircraft specially designed for close air support of ground forces, the A-10 Thunderbolt continues to be a symbol of hope in the field. It's reputation -- deliver bombs on target with fast, furious, accurate precision."
s339,news:98821,https://www.dvidshub.net/news/98821/forager-fury-begins-with-historic-landing,"Exercise Forager Fury 2012 officially began Nov. 28 as a Boeing 747-400 aircraft made history by being the first 747 to land at West Field here, delivering 160,000 pounds of equipment vital for execution of the exercise."
s340,news:249531,https://www.dvidshub.net/news/249531/army-divested-black-hawks-reach-afghanistan,"HUNTSVILLE, Alabama - U.S. civilian and military personnel gathered in Huntsville Sept. 15 to load the first two UH-60A Black Hawks onto a C-17 en route for Afghanistan. The aircraft were delivered to Kandahar Airfield Sept 18."
s341,news:563950,https://www.dvidshub.net/news/563950/51st-fighter-wing-modernizes-refueling-operations-with-new-korean-refueler-vehicles,"The 51st Fighter Wing is renewing its refueler fleet with the arrival of new Korean refueler vehicles, with the first trucks delivered to Osan Air Base over the past two months, marking the beginning of a peninsula-wide modernization effort to enhance aircraft refueling capability and flight line efficiency."
s342,news:559134,https://www.dvidshub.net/news/559134/maneuver-win-maj-gen-darren-r-cole-leads-21st-air-force-into-new-era-global-mobility,"JOINT BASE MCGUIRE-DIX-LAKEHURST, N.J. — The U.S. Air Force’s 21st Air Force has carried many names and missions since it was first activated on June 12, 1942. The organization began as a World War II ferrying wing responsible for delivering aircraft to support wartime operations. It soon transitioned into an airlift headquarters that moved personnel and cargo across the European theater. Over the decades, the unit evolved into a global mobility command that delivered combat capability, humanitarian relief and operational support to warfighters around the world."
s343,news:36275,https://www.dvidshub.net/news/36275/hmm-265-celebrates-45-years-with-phrogs,"Marine Medium Helicopter Squadron 265, Marine Aircraft Group 36, 1st Marine Aircraft Wing, celebrated 45 years of service with the CH-46, nicknamed 'Phrog,' June 26, with a large ""fly the barn"" formation flight and subsequent family cookout in the hangar. HMM-265 was the first Marine Corps operational helicopter squadron to accept and employ the 'Phrog,' whose primary use is transporting troops into combat; seconded by delivering supplies."
s344,news:364510,https://www.dvidshub.net/news/364510/legendary-sr-71-blackbird,"Beale was the home to the fastest and highest flying air-breathing manned aircraft in history, the SR-71 Blackbird. The first SR-71 to enter service was delivered to Beale Air Force Base on Jan. 7, 1966. During it’s time in service it provided reconnaissance for the U.S. Air Force and played a key role in gathering intelligence during the Cold War."
s345,news:469920,https://www.dvidshub.net/news/469920/navy-expeditionary-medical-unit-completes-seven-month-deployment-supporting-middle-east-operations,"Expeditionary Medical Unit 10 Gulf (EMU 10G) recently concluded a vital seven-month deployment in support of Operation Inherent Resolve (OIR) in the Middle East. The 31 personnel from EMU 10G returned from their deployment in Iraq April 26, 2024. This deployment marked the first time in nearly a decade Naval Medical Forces Pacific (formerly known as Navy Medicine West) sent a team to support OIR, underscoring the importance of Navy medical forces in present-day military operations."
s346,news:550909,https://www.dvidshub.net/news/550909/uss-st-louis-lcs-19-returns-deployment-support-southern-border-operations,"NAVAL STATION MAYPORT, Florida – The Freedom-variant littoral combat ship USS St. Louis (LCS 19), operating under U.S. Northern Command (USNORTHCOM) in the Gulf of America, returned to Naval Station Mayport after completing a surge deployment on November 10, 2025. The Freedom-variant littoral combat ship USS St. Louis (LCS 19), along with the “Valkyries” of Helicopter Maritime Strike Squadron (HSM) 50 Detachment 5 and embarked U.S. Coast Guard Law Enforcement Detachment (LEDET) 408."
s347,news:34174,https://www.dvidshub.net/news/34174/louisiana-guardsmen-deploy-support-operation-iraqi-freedom,"Soldiers of the Louisiana National Guard's 1083rd Transportation Company, 165th Combat Sustainment Support Battalion said farewell to family and friends at a deployment ceremony held at the Minden Civic Center May 27."
s348,news:456946,https://www.dvidshub.net/news/456946/vital-support-2abct-conducts-supply-support-activity-operations-across-european-theater,"In the heart of the 2nd Armored Brigade Combat Team, 1st Armored Division deployment to Europe, the Supply Support Activity (SSA) at Drawsko Combat Training Center, Poland stands as a logistical linchpin, enabling the brigade to fulfill its mission across the European theater."
s349,news:563798,https://www.dvidshub.net/news/563798/192nd-mps-deploy-support-operation-epic-fury,"Approximately 150 Soldiers from Headquarters and Headquarters Company, 192nd Military Police Battalion, Connecticut Army National Guard, participated in a deployement ceremony at Bradley Air National Guard Base today, April 28, 2026."
s350,news:543940,https://www.dvidshub.net/news/543940/deployment-employment-2025-dle-showcases-operational-capabilities,"Air Mobility Command is executing operations as part of the U.S. Air Force’s 2025 Department-Level Exercise (DLE) series across the Indo-Pacific region to validate its ability to project and sustain combat power, alongside Allies and partners, in support of a free and open Indo-Pacific region."
s351,news:474134,https://www.dvidshub.net/news/474134/navy-medicine-shifts-emphasized-operational-deployment-panel,"By Douglas H Stutz, NHB/NMRTC Bremerton public affairs officer -- A notable distinction between Navy Nurse Corps officers and their civilian counterparts is that military personnel can get called upon – sometimes at a moment’s notice – as a ready medical force to pack up and support a medically ready force."
s352,news:478330,https://www.dvidshub.net/news/478330/374-mdg-launches-operational-support-team,"YOKOTA AIR BASE, Japan – The health and well-being of the Airmen who enable the 374th Airlift Wing’s mission is integral. To assist units with rigid mission requirements, a psychologist and a physical therapist from the 374th Medical Group formed the Operational Support Team, July 29, to provide curated support to units across Yokota. The OST was made to anchor high-risk units who are exposed to frequent mental pressure, deployments, and high-levels of physical activity. The team of two provides focused care in preventing injuries and cognitive health issues."
s353,news:483317,https://www.dvidshub.net/news/483317/rapid-deployment-army-civilians-boost-railhead-operations,"The railhead at Fort Cavazos is vital for the Army’s strategic power projection, supported by a dedicated civilian workforce that ensures efficient mobilization of units. With a team of 17 personnel handling logistical operations, they streamline the transport of military equipment and provide essential training for Soldiers. Their expertise and commitment play a crucial role in maintaining the installation's readiness to meet global mission demands."
s354,news:202294,https://www.dvidshub.net/news/202294/6th-military-information-support-battalion-validates-deployers,"CAMP DAWSON, W.Va. – In the green hills of West Virginia, at the bottom of an hour’s worth of winding roads and switchbacks, along the banks of the Cheat River is a postage stamp of a National Guard training facility that offers units facilities and time to create a truly customized training experience."
s355,news:60015,https://www.dvidshub.net/news/60015/airstrike-helmand-kills-7-insurgents,"An International Security Assistance Force airstrike targeting a district-level Taliban command and control center in the Now Zad District of Afghanistan's Helmand province today left seven insurgents dead, military officials reported."
s356,news:512286,https://www.dvidshub.net/news/512286/airstrike-kills-haqqani-leader-associates,A combined Afghan and coalition security force killed a senior Haqqani terrorist network leader and two of his associates with a precision airstrike in the Musa Khel district of Afghanistan’s Khost province.
s357,news:570771,https://www.dvidshub.net/news/570771/risk-inaction-pae-fires-took-calculated-risks-rapidly-field-mid-range-capability-system,"For years, Army acquisition has operated using antiquated processes that resulted in new technologies stuck in multi-year planning and slow fielding. In an era when the U.S. Army is undergoing rapid reform and modernization, speed and flexibility are at the forefront. This reform encourages acquisition professionals to take measured and calculated risks to develop and deliver warfighting capabilities faster. The Portfolio Acquisition Executive (PAE) Fires has embraced this shift to rapidly develop, test and field some of the Army’s most vital capabilities such as hypersonic weapons and integrated air and missile defense. Read how PAE Fires managed and accepted risks to develop and field the Mid-Range Capability (MRC) system at record speed."
s358,news:375373,https://www.dvidshub.net/news/375373/smdc-tech-center-leader-discusses-armys-future,"Thomas E. Webber, Technical Center director, participated with other leaders on an acquisition panel witnessed by a virtual audience during the 23rd annual Space and Missile Defense Symposium, Aug. 4."
s359,news:535852,https://www.dvidshub.net/news/535852/rumsfeld-praises-powell-expects-no-major-policy-shifts,"Defense Secretary Donald H. Rumsfeld said today he has ""thoroughly enjoyed"" working with Secretary of State Colin Powell and ""will miss not working closely with him"" after Powell steps down from his post."
s360,news:530973,https://www.dvidshub.net/news/530973/change-deployment-policy-aims-provide-predictability,"The policy change extending Army deployments is an attempt to provide some long-term predictability for soldiers and their families on the length of deployments and how long the soldiers will be home, Defense Secretary Robert M. Gates said during a briefing today."
s361,news:530965,https://www.dvidshub.net/news/530965/deputy-defense-secretary-calls-immediate-fix-disability-process,Deputy Defense Secretary Gordon England today called for a new policy that moves wounded troops from Iraq and Afghanistan to the front of the line in the disability rating process while system-wide fixes to the disability and health care systems are put in place.
s362,news:503689,https://www.dvidshub.net/news/503689/secretary-simmons-visits-fort-belvoir-probing-family-policy-and-quality-life,"Mr. Stephen B. Simmons, Deputy Assistant Secretary of Defense for Military Community and Family Policy (DASD(MC&FP)) made his first installation visit on July 9, just south of the Pentagon to Fort Belvoir, to learn about Family life, and explore ways to improve the Quality of Life for service members and Families worldwide."
s363,news:541968,https://www.dvidshub.net/news/541968/england-memo-underscores-policy-humane-treatment-detainees,A memo from Deputy Defense Secretary Gordon England underscores the department's standing policy of treating detainees humanely and orders commanders responsible for detainee affairs to review their practices to ensure they are in compliance.
s364,news:511759,https://www.dvidshub.net/news/511759/pentagon-official-underscores-zero-tolerance-policy-bullying,"Navy Capt. John Kirby, deputy assistant secretary of defense for media operations, underscored the military’s “zero tolerance” policy against bullying and hazing in light of charges brought against eight soldiers."
s365,news:538888,https://www.dvidshub.net/news/538888/rumsfeld-bush-support-diplomatic-policy-toward-iran,"The United States and its allies are pursing a diplomatic course with Iran, and news reports suggesting that a U.S. attack on Iran is in the works ""get into fantasy land,"" Defense Secretary Donald H. Rumsfeld told Pentagon reporters today."
s366,news:101510,https://www.dvidshub.net/news/101510/spartan-women-combat-reflections-change-dod-policy,"The U.S. Secretary of Defense, Leon E. Panetta, in collaboration with the Joint Chiefs of Staff, rescinded the 1994 Direct Ground Combat Definition and Assignment Rule, which precluded females from holding direct combat positions within the U.S. military."
s367,news:540758,https://www.dvidshub.net/news/540758/gates-discusses-effect-iraq-failure-calls-bipartisan-policy,"If the situation in Iraq is mishandled, regional powers may be tempted to become involved in the country -- causing greater problems for the future, defense secretary nominee Robert M. Gates said today."
s368,news:69649,https://www.dvidshub.net/news/69649/concussion-care-gets-defense-visit,"The assistant secretary of defense for health affairs, the deputy assistant secretary of defense for Wounded Warrior care and transition policy, and other medical advisers visited the Concussion Restoration Care Center aboard Camp Leatherneck, Afghanistan, April 29, 2011."
s369,news:17892,https://www.dvidshub.net/news/17892/policy-dialogue-allows-us-african-officials-address-security-issues,"The U.S.-Africa Defense Policy Dialogue that ended March 28, was a chance for officials on both continents to speak, to listen and to move forward, said Theresa Whelan, deputy assistant secretary of defense for African affairs."
