id,pred_category,pred_operational_domain,pred_region
s505,policy,cyber,global
s587,operations,land,europe
s544,operations,land,americas
s162,operations,air,indo-pacific
s331,procurement,air,global
s191,operations,multi,americas
s532,operations,land,africa
s306,operations,space,americas
s562,operations,land,americas
s419,operations,air,middle-east
s264,operations,space,indo-pacific
s553,operations,multi,global
s151,procurement,land,global
s004,operations,sea,indo-pacific
s477,operations,multi,indo-pacific
s378,policy,multi,global
s284,technology,land,global
s051,policy,space,americas
s121,operations,cyber,americas
s294,technology,air,global
s443,operations,multi,europe
s124,policy,cyber,americas
s270,technology,air,global
s363,policy,land,global
s343,operations,air,indo-pacific
s362,policy,land,americas
s518,operations,air,middle-east
s409,policy,multi,europe
s147,procurement,air,global
s375,policy,multi,americas
s433,operations,land,indo-pacific
s374,policy,multi,europe
s463,operations,sea,americas
s333,technology,air,americas
s157,procurement,air,global
s521,operations,cyber,indo-pacific
s334,procurement,air,americas
s042,operations,sea,indo-pacific
s488,operations,air,middle-east
s345,operations,land,middle-east
s502,operations,cyber,americas
s243,technology,air,americas
s236,operations,air,middle-east
s316,policy,cyber,global
s003,technology,air,global
s368,operations,land,middle-east
s304,operations,sea,indo-pacific
s095,operations,cyber,americas
s462,operations,sea,americas
s297,technology,multi,americas
s278,technology,land,americas
s281,technology,sea,americas
s435,operations,multi,indo-pacific
s310,operations,space,americas
s160,procurement,air,americas
s024,operations,sea,europe
s322,operations,cyber,americas
s481,operations,air,indo-pacific
s134,policy,multi,indo-pacific
s020,operations,sea,americas
s219,operations,land,europe
s005,operations,sea,indo-pacific
s248,technology,land,global
s380,technology,air,indo-pacific
s434,operations,land,middle-east
s357,policy,land,global
s367,policy,multi,middle-east
s396,policy,multi,americas
s257,technology,air,americas
s596,technology,land,americas
s404,policy,multi,global
s269,technology,air,americas
s428,operations,multi,americas
s355,operations,air,middle-east
s574,operations,land,global
s522,operations,space,americas
s037,operations,sea,indo-pacific
s138,policy,multi,americas
s523,operations,cyber,indo-pacific
s525,operations,cyber,middle-east
s068,operations,air,americas
s410,industry,multi,americas
s084,operations,cyber,global
s399,operations,multi,americas
s524,operations,cyber,middle-east
s250,technology,air,americas
s479,operations,air,americas
s055,operations,space,indo-pacific
s408,policy,multi,global
s307,operations,space,americas
s053,operations,space,americas
s590,operations,land,americas
s056,policy,space,global
s395,policy,multi,global
s170,operations,air,indo-pacific
s456,operations,multi,americas
s117,technology,air,middle-east
s489,operations,air,middle-east
s346,operations,sea,americas
s501,operations,air,europe
s142,policy,multi,americas
s418,operations,land,middle-east
s365,policy,multi,middle-east
s280,policy,land,global
s048,operations,sea,americas
s464,operations,sea,americas
s262,industry,sea,americas
s234,operations,air,middle-east
s261,technology,air,americas
s173,operations,air,americas
s573,operations,land,americas
s287,technology,multi,global
s314,operations,cyber,americas
s579,operations,land,europe
s013,operations,sea,indo-pacific
s354,operations,land,americas
s484,operations,air,europe
s514,operations,cyber,middle-east
s067,operations,space,americas
s098,operations,cyber,americas
s122,policy,cyber,global
s591,operations,land,americas
s597,operations,land,americas
s400,policy,multi,americas
s542,operations,multi,americas
s274,technology,land,global
s482,operations,air,europe
s580,operations,land,americas
s569,operations,land,americas
s203,operations,multi,americas
s141,technology,cyber,global
s150,technology,multi,global
s251,operations,multi,americas
s508,operations,cyber,middle-east
s539,operations,land,middle-east
s371,policy,multi,americas
s293,technology,multi,americas
s578,operations,land,americas
s119,operations,cyber,americas
s165,operations,air,americas
s093,operations,cyber,americas
s545,operations,land,europe
s200,operations,land,middle-east
s218,operations,land,europe
s113,operations,cyber,global
s289,technology,land,global
s034,operations,sea,americas
s475,operations,land,middle-east
s216,operations,land,middle-east
s349,operations,land,americas
s547,operations,sea,americas
s600,operations,land,americas
s570,operations,land,global
s239,operations,multi,middle-east
s512,operations,land,middle-east
s075,policy,space,global
s171,technology,air,global
s543,operations,multi,americas
s115,operations,cyber,global
s320,operations,cyber,global
s533,operations,land,middle-east
s140,procurement,land,americas
s598,operations,land,europe
s207,operations,land,americas
s073,operations,space,americas
s291,technology,land,americas
s335,operations,air,middle-east
s498,operations,cyber,indo-pacific
s245,operations,space,americas
s220,operations,air,middle-east
s224,operations,land,americas
s437,operations,land,americas
s478,operations,air,americas
s586,operations,land,americas
s127,procurement,land,global
s416,operations,sea,americas
s487,operations,land,americas
s392,policy,multi,europe
s285,technology,multi,americas
s303,operations,sea,middle-east
s359,policy,multi,americas
s407,policy,multi,global
s517,operations,space,global
s133,procurement,air,americas
s323,operations,cyber,americas
s372,policy,multi,americas
s182,operations,land,americas
s052,technology,space,global
s388,policy,multi,global
s427,operations,air,americas
s449,operations,multi,americas
s085,operations,cyber,americas
s114,policy,multi,global
s328,operations,space,americas
s040,operations,sea,americas
s199,operations,land,global
s180,technology,air,americas
s126,procurement,land,global
s332,procurement,air,global
s497,policy,cyber,americas
s145,technology,land,americas
s474,operations,land,global
s177,procurement,air,americas
s584,operations,land,americas
s164,operations,air,americas
s279,operations,air,europe
s571,operations,land,americas
s383,policy,multi,americas
s091,operations,cyber,indo-pacific
s152,policy,air,americas
s577,operations,land,americas
s519,operations,sea,americas
s241,technology,air,global
s358,policy,space,global
s381,policy,multi,global
s010,operations,sea,global
s225,operations,land,middle-east
s143,procurement,land,americas
s389,policy,cyber,global
s255,technology,air,americas
s017,operations,sea,europe
s044,operations,sea,americas
s080,operations,cyber,global
s324,operations,multi,indo-pacific
s491,operations,air,indo-pacific
s429,operations,multi,americas
s097,operations,cyber,americas
s063,operations,space,americas
s473,operations,land,global
s366,policy,land,americas
s065,operations,space,americas
s563,operations,land,americas
s099,technology,cyber,global
s342,operations,air,americas
s041,operations,sea,americas
s568,operations,land,americas
s222,operations,air,africa
s107,operations,cyber,global
s258,policy,air,global
s187,operations,multi,americas
s226,operations,land,indo-pacific
s163,operations,air,europe
s390,policy,multi,americas
s189,operations,land,global
s511,operations,cyber,americas
s045,operations,sea,indo-pacific
s193,operations,air,americas
s030,operations,sea,europe
s028,operations,sea,europe
s425,operations,land,americas
s029,operations,sea,europe
s436,operations,land,global
s527,operations,air,indo-pacific
s299,technology,sea,americas
s081,operations,cyber,americas
s267,technology,sea,americas
s302,operations,air,indo-pacific
s499,operations,air,global
s370,policy,land,americas
s131,procurement,land,global
s549,operations,land,americas
s504,technology,cyber,americas
s384,policy,multi,global
s327,operations,cyber,global
s271,technology,air,americas
s509,operations,cyber,middle-east
s276,technology,air,global
s351,operations,sea,americas
s009,operations,sea,europe
s247,technology,air,europe
s406,operations,land,middle-east
s035,operations,sea,global
s253,technology,air,americas
s325,operations,air,americas
s454,operations,sea,indo-pacific
s319,policy,multi,global
s223,operations,air,americas
s531,operations,land,middle-east
s581,operations,land,americas
s208,operations,air,europe
s529,operations,air,global
s149,procurement,multi,global
s161,procurement,air,americas
s123,operations,cyber,americas
s360,policy,land,global
s125,operations,cyber,americas
s506,operations,cyber,indo-pacific
s393,industry,multi,americas
s290,technology,multi,americas
s120,operations,cyber,americas
s266,technology,air,americas
s330,policy,cyber,global
s062,technology,space,americas
s011,operations,air,middle-east
s102,operations,cyber,americas
s094,operations,cyber,americas
s350,operations,air,indo-pacific
s001,operations,sea,europe
s376,policy,multi,indo-pacific
s128,procurement,land,global
s139,operations,sea,americas
s196,operations,land,africa
s411,industry,multi,americas
s490,operations,air,americas
s595,operations,land,americas
s510,operations,cyber,americas
s022,operations,sea,global
s078,operations,cyber,global
s467,operations,sea,indo-pacific
s441,operations,sea,americas
s108,operations,cyber,americas
s210,operations,land,middle-east
s110,operations,cyber,americas
s561,operations,land,middle-east
s227,operations,land,middle-east
s242,technology,sea,indo-pacific
s129,policy,multi,global
s273,technology,multi,global
s485,operations,air,middle-east
s424,operations,air,americas
s058,technology,space,indo-pacific
s088,operations,cyber,global
s565,operations,land,americas
s309,technology,space,americas
s082,policy,cyber,global
s403,operations,air,americas
s212,operations,land,middle-east
s070,technology,space,global
s156,operations,air,europe
s492,operations,land,europe
s238,operations,air,middle-east
s401,policy,multi,americas
s039,operations,sea,europe
s550,operations,land,middle-east
s494,operations,air,europe
s026,operations,sea,americas
s446,operations,sea,indo-pacific
s087,operations,cyber,americas
s192,operations,land,americas
s432,operations,multi,americas
s130,procurement,air,global
s329,policy,cyber,global
s326,operations,cyber,global
s369,policy,multi,africa
s166,operations,air,americas
s288,technology,land,global
s423,operations,multi,indo-pacific
s557,policy,land,middle-east
s237,operations,air,middle-east
s202,operations,air,global
s103,technology,cyber,americas
s546,operations,sea,europe
s295,technology,multi,americas
s213,operations,land,middle-east
s582,operations,land,europe
s540,operations,land,middle-east
s311,operations,cyber,americas
s373,policy,land,americas
s069,operations,space,americas
s448,operations,multi,americas
s566,operations,land,europe
s528,operations,cyber,middle-east
s190,operations,multi,americas
s379,operations,multi,indo-pacific
s535,operations,land,middle-east
s246,operations,multi,americas
s211,operations,land,americas
s465,operations,multi,americas
s259,technology,multi,global
s186,operations,land,europe
s340,operations,air,middle-east
s217,operations,land,middle-east
s172,operations,air,africa
s235,operations,air,middle-east
s353,operations,land,americas
s106,operations,cyber,americas
s513,operations,cyber,americas
s132,procurement,air,americas
s033,operations,sea,americas
s496,operations,air,americas
s018,operations,sea,americas
s466,operations,sea,indo-pacific
s556,operations,land,middle-east
s021,operations,sea,middle-east
s344,operations,air,americas
s398,policy,multi,global
s461,operations,sea,indo-pacific
s341,procurement,air,indo-pacific
s592,operations,land,americas
s583,operations,land,americas
s430,operations,multi,americas
s415,operations,air,indo-pacific
s538,operations,multi,europe
s402,technology,air,global
s092,operations,cyber,americas
s188,operations,land,americas
s101,policy,cyber,global
s337,operations,multi,americas
s526,operations,cyber,europe
s452,operations,sea,indo-pacific
s194,operations,land,americas
s112,operations,cyber,americas
s507,operations,air,americas
